RSSPODS1;RSSD_server;string;Restart required
RSSPARI3;RSSD_server;string;Restart required
RSSTARI3;RSSD_server;string;Restart required
RSSPODSM;RSSD_server;string;Restart required
RSSPODS3;RSSD_server;string;Restart required
RSSIODS1;RSSD_server;string;Restart required
RSSPRMS1;RSSD_server;string;Restart required
RSSIREPM;RSSD_server;string;Restart required
RSSPODS5;RSSD_server;string;Restart required
RSSIODSM;RSSD_server;string;Restart required
RSSIODS3;RSSD_server;string;Restart required
RSSPOSA1;RSSD_server;string;Restart required
RSSIRMS1;RSSD_server;string;Restart required
RSSIODSN;RSSD_server;string;Restart required
RSSIODS4;RSSD_server;string;Restart required
RSSTSME1;RSSD_server;string;Restart required
RSSPESD1;RSSD_server;string;Restart required
RSSISME1;RSSD_server;string;Restart required
RSSIODS5;RSSD_server;string;Restart required
RSSPSIN2;RSSD_server;string;Restart required
RSSTSIN2;RSSD_server;string;Restart required
